subject_id,defaulted,income_monthly,employment_years,credit_history_months,avg_monthly_spend,late_payments_12m
s_007550,1,24930.69,2.84,0,18990.57,0
s_007551,0,37970.72,2.62,24,15574.26,0
s_007552,0,46095.57,4.59,17,22746.32,1
s_007553,1,32021.09,3.18,0,18021.21,1
s_007554,0,18623.28,4.57,36,17701.16,1
s_007555,0,15665.5,0.75,35,10359.97,0
s_007556,0,21340.21,4.9,31,15287.65,0
s_007557,0,21481.5,0.22,33,4731.21,1
s_007558,0,19930.84,3.93,32,14387.46,0
s_007559,1,31455.43,3.96,8,16311.36,2
s_007560,0,55485.95,8.13,59,48851.45,0
s_007561,0,33390.13,2.65,16,16063.31,2
s_007562,0,26808.89,2.14,4,30878.43,1
s_007563,1,41106.12,3.46,24,29124.94,1
s_007564,0,16410.64,2.92,39,9098.44,0
s_007565,0,27527.41,1.46,17,10627.51,0
s_007566,0,9384.98,1.22,22,6440.12,2
s_007567,0,35396.67,3.02,43,25260.85,0
s_007568,0,21519.21,3.97,47,11613.97,0
s_007569,0,35544.31,1.0,47,29757.77,0
s_007570,0,19479.89,2.5,23,9600.18,0
s_007571,0,27950.61,1.51,18,13728.51,1
s_007572,0,19018.05,6.27,29,13062.81,0
s_007573,1,30771.38,4.99,35,19326.78,0
s_007574,0,45028.87,7.22,12,34929.11,3
s_007575,0,20374.19,3.23,24,3082.13,0
s_007576,0,19607.22,1.3,40,17441.29,0
s_007577,0,8552.7,5.07,12,4089.48,0
s_007578,0,32322.54,0.0,4,15322.44,1
s_007579,0,22132.26,1.34,4,14199.11,3
s_007580,0,7911.35,4.68,36,5705.5,0
s_007581,0,27436.53,2.73,29,19803.65,0
s_007582,0,61183.56,1.43,27,66496.36,0
s_007583,0,41300.81,1.18,26,38319.09,0
s_007584,1,32850.92,2.79,0,25226.52,3
s_007585,1,22190.19,1.59,39,21002.32,3
s_007586,0,27527.04,6.24,19,18615.45,2
s_007587,0,38066.26,0.68,55,19605.0,0
s_007588,0,29509.45,6.5,49,10034.58,1
s_007589,0,30818.45,2.95,30,19800.45,2
s_007590,0,46188.35,7.37,0,36815.71,0
s_007591,0,19320.51,4.97,16,13118.42,0
s_007592,0,27052.25,0.95,57,25578.52,2
s_007593,1,22985.38,4.19,20,13386.19,1
s_007594,0,14040.77,0.54,52,10666.2,4
s_007595,0,39863.39,3.26,0,28325.68,1
s_007596,0,42092.21,1.75,8,42087.4,0
s_007597,1,9326.11,2.02,5,4026.36,1
s_007598,0,16473.92,0.0,36,9337.14,0
s_007599,0,32659.5,6.69,5,25751.28,0
s_007600,0,20635.67,4.46,20,25046.6,1
s_007601,0,19344.79,0.0,27,12741.16,1
s_007602,0,28678.51,4.69,13,18433.12,1
s_007603,0,37164.19,1.24,27,13571.51,0
s_007604,0,18735.76,4.76,39,16851.54,3
s_007605,0,46512.89,2.32,35,41944.26,2
s_007606,0,22060.86,9.93,14,16031.38,0
s_007607,1,14703.78,5.86,21,13535.32,0
s_007608,1,16314.58,5.26,41,14634.88,2
s_007609,0,26387.56,3.97,27,16668.49,2
s_007610,0,36638.01,6.14,32,23627.16,0
s_007611,0,46925.37,1.59,26,28537.61,0
s_007612,0,29387.59,2.06,17,19927.52,1
s_007613,0,27465.86,0.0,35,10428.26,2
s_007614,0,29220.9,2.85,18,10821.86,0
s_007615,0,46389.28,3.13,19,30776.18,0
s_007616,0,21883.55,2.47,44,15743.05,0
s_007617,1,40893.38,1.66,29,31112.84,0
s_007618,1,34381.35,3.03,8,28443.31,2
s_007619,1,32359.26,3.81,44,23158.87,1
s_007620,0,37563.35,0.0,26,16127.31,0
s_007621,0,16268.25,4.4,0,8785.77,0
s_007622,0,45365.91,0.0,44,26838.02,1
s_007623,0,20998.81,5.5,0,11664.43,4
s_007624,0,10563.54,4.39,20,8117.56,0
s_007625,1,28563.68,3.33,25,24177.19,0
s_007626,1,20052.77,0.0,36,14452.36,2
s_007627,1,37045.43,0.27,0,27079.76,0
s_007628,0,28227.88,2.78,20,14951.77,0
s_007629,0,25957.57,5.05,8,17234.76,1
s_007630,0,33168.54,5.38,22,11076.85,0
s_007631,0,40968.54,1.34,29,28994.9,3
s_007632,0,35671.74,0.0,11,28581.87,0
s_007633,0,13167.41,2.64,29,10877.49,4
s_007634,0,51140.35,7.04,52,42775.27,2
s_007635,0,34736.44,1.46,11,20559.95,2
s_007636,0,63426.67,0.0,16,34117.42,0
s_007637,1,7591.31,4.2,11,4107.66,2
s_007638,0,25952.31,3.98,15,9185.44,1
s_007639,0,34319.4,6.13,15,35959.07,3
s_007640,0,21994.08,0.13,34,13736.28,0
s_007641,0,19336.04,3.5,0,14296.9,2
s_007642,0,62786.56,4.11,26,29192.57,2
s_007643,0,7674.08,0.39,41,7408.75,1
s_007644,0,13422.89,1.66,35,7604.93,0
s_007645,0,49305.91,3.35,50,38934.78,0
s_007646,0,26388.75,5.55,16,17812.54,1
s_007647,0,43870.07,0.44,53,40089.03,0
s_007648,0,41925.5,0.31,68,8525.97,1
s_007649,0,32210.08,5.14,24,10509.01,2
s_007650,0,30094.14,1.66,15,14774.96,4
s_007651,0,14791.41,1.84,0,13248.16,0
s_007652,0,19898.7,5.66,27,16795.23,3
s_007653,0,38402.6,4.05,34,18666.84,0
s_007654,0,26849.03,1.92,0,24659.98,1
s_007655,0,31529.59,4.74,36,26036.1,0
s_007656,0,30696.47,7.42,52,18489.42,1
s_007657,0,28843.78,4.5,35,10336.96,0
s_007658,1,32872.39,7.46,23,20567.03,2
s_007659,0,38692.08,1.59,9,33692.48,1
s_007660,0,24332.23,2.27,62,17539.63,3
s_007661,0,27583.1,1.99,22,21158.41,0
s_007662,0,36959.59,5.81,47,34707.18,1
s_007663,0,25850.11,2.25,11,20784.76,0
s_007664,0,54500.01,3.96,25,13965.94,3
s_007665,0,34304.54,2.03,5,28896.29,0
s_007666,0,35396.94,2.44,34,25818.01,0
s_007667,0,12991.93,6.7,43,3399.49,1
s_007668,1,22899.78,4.23,1,17925.76,0
s_007669,0,7498.02,0.52,28,2531.83,0
s_007670,0,24988.58,4.71,36,21933.37,0
s_007671,0,35141.53,6.43,40,23343.89,0
s_007672,0,28620.45,0.6,22,8207.15,0
s_007673,0,26540.35,5.9,22,22701.98,1
s_007674,0,50905.37,0.66,22,35536.24,0
s_007675,1,29678.5,3.51,7,15351.6,3
s_007676,0,33853.92,0.0,23,26694.1,3
s_007677,0,24553.84,2.25,29,18920.94,0
s_007678,0,19759.25,6.24,21,14440.71,0
s_007679,0,16429.08,3.75,23,12892.4,1
s_007680,1,17123.59,3.24,37,8042.95,1
s_007681,0,14898.57,2.51,56,14986.36,1
s_007682,0,20854.99,2.63,48,10318.45,1
s_007683,0,19503.1,0.0,18,14488.89,0
s_007684,0,12272.79,3.12,15,4587.7,3
s_007685,0,42081.33,6.83,47,28873.85,0
s_007686,0,32182.92,7.78,24,25112.39,0
s_007687,0,19294.0,4.8,25,8084.48,1
s_007688,0,21953.37,0.0,4,11642.64,0
s_007689,0,16967.73,2.09,25,11936.84,0
s_007690,0,21398.61,3.02,22,10374.09,0
s_007691,0,7805.61,2.62,38,6081.38,0
s_007692,1,22307.17,6.66,31,14528.5,2
s_007693,0,26813.12,2.11,0,14398.24,0
s_007694,0,20704.89,4.34,4,20185.92,0
s_007695,0,3000.0,4.2,33,2758.65,0
s_007696,0,15064.54,7.39,14,11566.62,1
s_007697,0,26343.4,4.21,19,27544.3,0
s_007698,0,39712.09,0.54,35,21091.86,0
s_007699,0,16928.2,7.29,20,7644.98,1
s_007700,0,15608.06,7.33,16,10510.57,0
s_007701,0,44196.38,4.29,50,19596.65,1
s_007702,0,42314.26,0.0,67,23353.76,0
s_007703,0,32871.55,2.68,30,24222.33,0
s_007704,0,10929.38,3.64,0,5918.01,0
s_007705,0,38994.51,3.1,31,30760.67,0
s_007706,0,37442.13,3.34,29,11528.44,0
s_007707,0,32977.75,0.0,38,23476.73,0
s_007708,0,23562.87,6.13,18,5043.99,0
s_007709,0,25287.45,3.6,32,16455.37,0
s_007710,1,40164.45,1.94,42,24552.26,1
s_007711,0,31730.8,0.0,42,26014.74,1
s_007712,1,40362.28,2.47,28,43950.85,1
s_007713,0,38508.88,0.68,0,18729.99,1
s_007714,0,34564.79,5.03,42,24062.67,1
s_007715,0,22408.3,2.71,21,12864.92,3
s_007716,1,3027.3,0.03,0,1324.76,3
s_007717,0,36522.65,3.2,0,15079.84,0
s_007718,1,17386.56,3.11,21,13541.76,4
s_007719,0,27895.24,0.0,11,18158.79,1
s_007720,1,34901.2,5.55,40,28396.08,1
s_007721,0,21240.09,1.0,35,17402.03,0
s_007722,0,19319.54,7.08,10,8743.47,3
s_007723,1,28107.34,3.59,0,13539.25,2
s_007724,0,26770.08,1.78,10,7440.66,1
s_007725,0,33902.3,0.0,23,21563.41,0
s_007726,1,19468.98,3.02,54,19494.34,2
s_007727,0,12216.34,2.92,0,8522.11,2
s_007728,0,31807.94,0.52,38,25699.37,1
s_007729,0,23754.93,2.81,30,14847.75,0
s_007730,0,8490.29,3.91,46,6400.18,2
s_007731,0,41112.4,2.37,19,33937.02,3
s_007732,0,3000.0,0.7,45,2225.92,0
s_007733,1,36273.29,0.0,18,35882.26,2
s_007734,0,28044.66,4.33,49,16217.97,2
s_007735,0,32778.69,0.0,0,43259.72,0
s_007736,0,18138.12,0.96,54,4955.9,0
s_007737,0,20473.05,0.0,11,21129.55,1
s_007738,0,5505.48,4.48,7,4314.95,2
s_007739,0,19927.23,0.88,40,19328.4,0
s_007740,0,40084.07,2.75,29,26073.04,1
s_007741,0,8041.3,3.94,26,6383.21,1
s_007742,0,27355.48,2.0,23,20027.38,0
s_007743,1,33285.53,3.38,18,22267.11,1
s_007744,1,22747.53,2.56,0,20865.17,2
s_007745,0,27460.88,4.5,26,21142.34,0
s_007746,0,34959.52,5.03,18,13995.4,1
s_007747,0,28876.98,4.82,48,17511.14,0
s_007748,0,26682.47,4.6,15,27368.52,0
s_007749,0,4984.6,5.66,22,2785.89,3
s_007750,0,29047.12,0.67,29,17244.24,2
s_007751,0,31001.33,8.1,4,19152.58,0
s_007752,0,35965.93,1.63,45,15180.73,0
s_007753,0,24720.55,2.05,37,11384.01,1
s_007754,0,7700.97,2.16,46,6947.24,0
s_007755,0,47111.19,3.3,50,34971.83,0
s_007756,0,47037.23,4.48,26,33848.08,0
s_007757,0,35909.62,5.15,19,22300.57,0
s_007758,0,36230.18,6.23,14,29513.39,2
s_007759,1,20640.31,1.93,10,12992.22,1
s_007760,1,26146.51,2.77,23,18597.43,1
s_007761,0,27035.17,1.02,33,20634.79,0
s_007762,1,40509.42,0.86,43,40447.6,1
s_007763,0,35328.92,2.3,31,18919.81,0
s_007764,0,43161.38,3.84,45,37435.61,0
s_007765,0,46905.02,2.17,42,34201.95,0
s_007766,1,23029.55,0.35,15,21727.79,0
s_007767,0,28515.52,2.0,36,20585.84,0
s_007768,1,20212.82,2.1,8,9791.84,1
s_007769,1,34418.04,2.45,58,22888.12,2
s_007770,0,18400.39,0.0,31,15925.04,0
s_007771,1,12602.52,1.99,32,11136.28,0
s_007772,0,32559.13,0.0,37,14709.36,0
s_007773,1,38471.54,5.07,0,31073.26,0
s_007774,1,30570.82,1.57,3,24711.29,3
s_007775,0,3000.0,4.75,34,1583.32,0
s_007776,0,42408.03,3.77,33,15367.74,1
s_007777,0,26358.08,2.18,30,15788.29,0
s_007778,0,29705.22,4.26,36,25527.7,0
s_007779,0,22515.7,3.21,46,14896.79,2
s_007780,1,35374.74,3.75,29,28595.04,5
s_007781,0,35015.28,0.0,14,19775.69,2
s_007782,0,11816.4,3.25,11,7906.51,0
s_007783,0,26900.32,2.94,22,21495.57,2
s_007784,0,23841.11,3.23,41,18230.34,0
s_007785,0,13167.95,0.04,47,9397.75,2
s_007786,1,26551.98,2.27,17,25745.75,0
s_007787,0,45880.96,2.22,15,33059.52,0
s_007788,0,37286.07,0.23,30,25344.25,2
s_007789,1,51599.55,0.0,42,53042.5,1
s_007790,0,31210.61,3.66,3,38494.28,0
s_007791,0,24210.26,5.96,2,12923.28,2
s_007792,0,28961.08,3.2,19,21789.92,0
s_007793,0,30089.34,1.8,0,28706.58,0
s_007794,0,33098.91,7.45,35,19574.34,1
s_007795,1,33159.06,4.53,48,18697.9,1
s_007796,0,39071.06,5.02,1,14757.91,2
s_007797,0,17900.9,2.47,36,9562.23,0
s_007798,0,25712.52,5.36,50,23198.37,2
s_007799,0,24853.5,2.39,53,21444.73,0
s_007800,1,51454.16,6.85,16,47019.79,1
s_007801,0,13191.75,0.62,5,9878.37,2
s_007802,0,31790.82,4.01,29,29769.42,2
s_007803,1,27840.9,2.81,11,23503.49,3
s_007804,1,31290.05,0.0,0,17317.25,0
s_007805,0,27725.77,2.79,41,21797.82,0
s_007806,0,27343.87,0.19,18,26555.6,1
s_007807,0,29531.96,1.4,43,15516.96,1
s_007808,0,26626.6,4.25,30,18772.27,1
s_007809,0,22254.04,4.65,46,14205.16,0
s_007810,1,23046.61,7.38,35,15480.13,2
s_007811,0,20816.22,1.13,0,16979.86,0
s_007812,0,17654.89,4.66,12,13206.82,0
s_007813,1,17554.4,3.87,45,12547.44,0
s_007814,1,29296.0,4.68,35,22343.51,0
s_007815,0,12400.1,1.18,58,7207.75,2
s_007816,0,13682.98,5.38,8,4836.3,3
s_007817,0,11943.62,5.93,58,6328.96,0
s_007818,0,40560.48,3.91,47,28102.27,0
s_007819,0,21597.56,3.42,33,14478.88,0
s_007820,1,40280.45,0.9,38,23493.73,3
s_007821,0,33341.16,0.14,23,19642.14,1
s_007822,0,51744.35,0.78,24,36808.04,1
s_007823,0,48933.53,1.11,3,39592.43,2
s_007824,0,22921.9,0.0,14,6532.33,3
s_007825,0,25677.28,3.22,18,21076.95,0
s_007826,0,23167.25,0.68,5,12993.52,1
s_007827,0,28031.81,0.0,18,14521.36,0
s_007828,0,46838.66,2.87,26,36954.54,2
s_007829,0,14684.94,1.27,70,11148.53,0
s_007830,0,29060.72,5.87,14,15955.8,3
s_007831,0,10642.1,3.53,25,9226.26,2
s_007832,0,17025.74,0.47,24,16807.01,0
s_007833,0,3000.0,7.53,48,1241.07,1
s_007834,0,38927.39,4.55,33,39345.91,0
s_007835,0,34921.41,1.6,23,30582.28,0
s_007836,1,17515.99,0.21,31,20111.58,1
s_007837,1,40813.83,3.3,0,21978.63,0
s_007838,0,45455.78,3.75,43,23095.03,2
s_007839,0,25628.49,6.27,21,9109.34,0
s_007840,1,22241.84,3.68,10,13733.33,0
s_007841,0,36687.01,0.0,6,9095.82,1
s_007842,0,24327.12,7.58,52,10337.84,2
s_007843,0,39844.46,5.9,5,16362.54,0
s_007844,0,42030.05,5.26,29,32570.65,2
s_007845,0,15739.49,4.88,31,13259.99,3
s_007846,0,52286.73,0.0,13,43050.6,0
s_007847,0,20592.0,3.2,12,10347.83,2
s_007848,1,37372.8,3.93,42,29148.7,5
s_007849,0,39346.3,3.47,47,17137.52,1
s_007850,0,41536.23,0.81,43,17085.58,0
s_007851,1,24818.06,7.25,14,20547.25,0
s_007852,1,24425.71,0.0,22,16221.12,2
s_007853,1,30744.13,3.19,27,23426.95,1
s_007854,1,15702.38,2.35,29,14874.04,2
s_007855,0,10170.9,3.93,38,10256.48,1
s_007856,0,7920.42,7.1,16,8320.88,2
s_007857,1,24553.45,6.65,32,26737.31,2
s_007858,0,39285.08,0.0,35,27273.54,0
s_007859,0,24427.0,4.12,27,11420.18,0
s_007860,0,27287.93,5.6,13,17737.41,1
s_007861,0,53804.05,0.73,41,39014.73,1
s_007862,0,44056.31,6.59,25,20183.29,0
s_007863,0,29304.33,7.17,29,20355.31,1
s_007864,0,32379.22,3.59,7,27927.57,0
s_007865,0,43153.61,5.8,8,22471.63,0
s_007866,0,21983.6,3.96,12,13165.41,0
s_007867,0,18541.1,5.16,2,16653.02,1
s_007868,0,22697.37,0.0,33,12475.6,0
s_007869,0,16553.83,0.0,16,16469.97,0
s_007870,0,14032.59,2.98,0,13394.79,0
s_007871,0,48432.96,4.44,32,41446.91,2
s_007872,0,29739.73,0.0,15,24182.9,2
s_007873,0,20091.03,4.45,43,9010.1,0
s_007874,0,15124.76,1.42,0,9867.6,0
s_007875,0,22022.42,3.51,0,18650.89,0
s_007876,0,36859.85,5.9,21,11604.05,3
s_007877,0,41380.17,0.0,12,17173.64,0
s_007878,0,18558.3,6.25,34,13228.5,2
s_007879,0,38754.24,0.02,28,28893.28,2
s_007880,0,33043.34,5.54,46,23696.67,2
s_007881,0,34058.1,0.36,43,29566.77,2
s_007882,0,27289.8,1.87,8,24605.92,0
s_007883,0,38516.05,1.87,0,24921.75,2
s_007884,0,32391.31,3.72,16,24764.24,2
s_007885,1,35798.16,0.78,1,15603.03,2
s_007886,0,31718.3,1.47,63,29443.56,2
s_007887,0,26566.69,9.12,0,24874.07,0
s_007888,0,29741.91,6.99,67,13959.78,2
s_007889,0,45399.33,7.62,55,40699.31,0
s_007890,0,26045.26,7.93,30,17500.92,3
s_007891,0,31333.43,5.87,10,17376.96,0
s_007892,0,46699.96,1.78,0,30128.17,1
s_007893,0,12801.72,2.82,27,3805.58,1
s_007894,0,39835.69,3.97,0,34321.47,1
s_007895,0,21119.66,7.28,26,18085.89,1
s_007896,0,33157.56,0.0,3,30715.76,0
s_007897,1,32588.92,0.0,32,11688.55,0
s_007898,0,24944.33,3.05,36,17579.03,0
s_007899,0,30655.05,2.81,6,13474.1,0
s_007900,0,32698.37,0.11,23,20194.96,0
s_007901,1,35572.84,0.0,18,19487.71,1
s_007902,0,27631.81,0.0,0,7397.27,1
s_007903,0,37631.7,7.49,16,13962.55,0
s_007904,0,28460.95,2.53,40,28361.99,1
s_007905,0,22588.69,1.47,27,8203.32,2
s_007906,0,32440.24,1.44,46,21585.25,0
s_007907,0,27014.67,4.2,34,19106.1,0
s_007908,1,37084.31,4.73,22,17640.95,2
s_007909,1,24355.89,2.28,32,19605.07,0
s_007910,0,5718.88,5.26,16,3260.3,0
s_007911,0,33631.64,2.41,13,21765.32,0
s_007912,0,9420.88,2.03,20,6352.8,2
s_007913,0,36893.79,0.25,46,24630.49,4
s_007914,0,37675.77,0.0,30,18338.45,0
s_007915,0,32007.77,9.34,36,29764.16,0
s_007916,0,23259.03,3.72,47,0.0,3
s_007917,0,13358.74,5.74,7,9019.59,1
s_007918,0,30283.41,5.94,28,24191.45,0
s_007919,0,33757.65,1.78,22,18890.35,0
s_007920,0,53598.52,2.23,2,28290.05,1
s_007921,0,19401.6,5.32,0,16242.9,0
s_007922,0,38158.9,0.0,15,24619.74,0
s_007923,0,17447.24,3.37,23,17280.32,1
s_007924,0,25529.64,3.75,35,27056.96,1
s_007925,0,12507.67,0.0,29,5967.25,1
s_007926,0,30606.18,0.0,0,16839.49,0
s_007927,0,24022.38,2.41,29,18059.51,0
s_007928,0,14698.05,1.1,3,9694.27,1
s_007929,0,23084.98,2.02,9,18749.58,1
s_007930,0,24078.71,7.07,24,21321.22,1
s_007931,0,29441.6,3.86,2,30885.81,1
s_007932,0,32115.44,5.25,21,24673.23,0
s_007933,0,37073.6,0.91,18,13972.25,0
s_007934,0,44188.91,2.09,17,32474.14,2
s_007935,0,32235.56,0.0,20,26913.37,1
s_007936,0,30882.01,2.0,8,14329.55,0
s_007937,0,31025.52,1.32,24,24585.56,0
s_007938,0,33421.5,3.9,29,15216.52,2
s_007939,0,5206.56,0.0,27,2703.66,1
s_007940,0,36798.42,3.96,7,26090.02,2
s_007941,0,19934.26,4.21,25,14550.83,3
s_007942,1,23101.48,2.7,57,19764.81,0
s_007943,0,31159.33,3.4,39,10316.08,1
s_007944,0,35074.06,9.81,7,43585.62,2
s_007945,0,29947.69,5.43,35,25476.79,0
s_007946,0,31023.35,2.04,26,19198.89,2
s_007947,0,22984.19,4.56,17,17300.66,0
s_007948,0,19421.41,4.35,38,5172.19,0
s_007949,1,28809.6,4.1,5,33031.91,0
s_007950,0,10617.09,0.37,0,10031.78,2
s_007951,1,3000.0,1.93,36,2768.15,2
s_007952,0,33155.11,5.91,25,21882.88,0
s_007953,0,31380.14,0.0,46,20732.69,0
s_007954,0,39732.83,4.69,46,30149.49,0
s_007955,1,28229.37,0.93,34,20319.76,4
s_007956,0,39139.95,7.15,4,18455.66,1
s_007957,0,20252.96,1.93,14,15324.01,2
s_007958,0,14269.74,4.55,25,6945.01,0
s_007959,0,32447.51,0.44,28,29356.24,0
s_007960,0,18756.52,1.09,39,14278.05,2
s_007961,0,26718.33,4.56,10,13881.13,0
s_007962,0,29187.23,4.81,20,17842.42,1
s_007963,0,18916.16,1.06,48,8827.35,0
s_007964,0,44042.9,4.46,57,29309.25,0
s_007965,0,24229.57,2.61,23,8992.45,0
s_007966,0,29616.28,2.52,8,3880.42,0
s_007967,0,27141.71,0.61,24,13460.49,0
s_007968,0,10602.78,1.51,23,8528.83,2
s_007969,0,23466.29,1.54,20,21017.57,0
s_007970,0,8693.97,7.38,41,3992.67,0
s_007971,0,30688.94,0.54,6,6846.24,0
s_007972,0,9968.66,4.63,39,3308.78,0
s_007973,0,33376.65,5.23,43,35437.36,1
s_007974,0,33907.52,7.83,35,7847.6,0
s_007975,0,24647.75,2.79,27,13657.38,0
s_007976,0,16497.86,0.0,35,14068.81,0
s_007977,1,35100.6,3.06,0,22009.67,3
s_007978,0,6482.02,1.96,50,2553.12,2
s_007979,1,47543.96,3.57,21,32557.58,2
s_007980,1,23102.38,0.0,0,10097.81,0
s_007981,0,17201.55,2.87,35,12429.76,2
s_007982,0,29774.39,1.65,32,12045.61,0
s_007983,0,28369.87,3.08,15,14849.39,1
s_007984,0,44814.39,1.31,24,48721.24,0
s_007985,0,41079.67,0.28,0,26119.93,1
s_007986,0,45790.37,2.98,38,35429.85,1
s_007987,0,42303.58,0.27,44,13862.51,1
s_007988,1,14537.91,3.11,21,12645.63,0
s_007989,0,34235.48,3.89,36,19034.4,0
s_007990,1,16769.06,4.68,7,8718.82,0
s_007991,0,19431.58,4.67,0,20345.24,0
s_007992,0,32750.96,3.44,5,30981.46,0
s_007993,0,3000.0,5.13,12,2431.27,1
s_007994,0,32222.79,4.73,13,264.73,0
s_007995,0,22679.23,3.64,0,16893.95,0
s_007996,0,28026.03,3.25,0,29259.99,0
s_007997,0,47071.31,0.0,37,44065.13,2
s_007998,0,27992.14,5.0,12,5211.97,1
s_007999,1,38601.35,2.83,0,30370.29,1
s_008000,0,18584.41,2.31,10,14519.47,1
s_008001,0,32792.96,10.43,0,16697.6,1
s_008002,1,33185.48,3.65,18,25815.54,0
s_008003,0,23535.56,0.41,31,14322.24,1
s_008004,0,32064.48,0.0,54,16228.16,0
s_008005,0,11517.97,3.35,39,6943.11,0
s_008006,1,18880.38,3.23,12,18429.49,0
s_008007,0,27801.22,3.58,28,26193.03,0
s_008008,1,16966.18,2.51,35,7961.34,2
s_008009,0,39501.17,0.0,31,27332.03,5
s_008010,0,16349.59,0.4,10,12273.75,1
s_008011,0,24904.11,3.22,5,11035.74,0
s_008012,0,31402.06,8.34,0,22907.09,1
s_008013,0,39561.63,0.0,37,9840.52,0
s_008014,0,20027.45,1.72,44,20112.6,0
s_008015,0,26375.11,2.31,30,15290.46,1
s_008016,0,10347.01,2.52,11,10305.8,0
s_008017,0,29759.36,0.0,45,19547.47,0
s_008018,0,31192.94,3.42,7,22397.62,3
s_008019,0,15965.58,0.35,17,10931.66,0
s_008020,0,20715.93,3.05,54,8491.8,0
s_008021,1,19084.02,1.35,28,9422.5,3
s_008022,0,21965.73,1.13,19,10929.72,1
s_008023,1,27554.05,6.49,3,21204.43,0
s_008024,0,15448.53,2.11,21,8174.52,2
s_008025,1,36240.58,0.52,58,19811.98,0
s_008026,0,44570.48,2.71,0,33628.87,0
s_008027,0,7029.92,1.39,37,4360.37,1
s_008028,0,27531.01,2.82,18,22201.52,0
s_008029,0,41914.99,0.0,17,24010.08,0
s_008030,0,34242.17,4.42,50,13849.67,0
s_008031,0,24988.08,3.06,31,9401.0,4
s_008032,0,28257.2,4.3,53,18282.19,3
s_008033,1,23258.69,3.43,39,13840.82,1
s_008034,0,44308.65,0.68,18,33157.81,0
s_008035,1,26734.69,1.84,22,19916.63,3
s_008036,0,32642.94,3.18,45,16236.82,0
s_008037,0,9304.47,2.47,0,8013.21,0
s_008038,1,38957.56,4.25,0,41016.55,0
s_008039,0,16170.62,1.5,31,11932.82,2
s_008040,0,14267.26,3.56,34,13580.92,0
s_008041,0,18605.82,0.1,32,9453.5,2
s_008042,0,28505.08,8.28,43,16106.34,2
s_008043,0,15151.47,3.3,9,11641.69,0
s_008044,0,33013.75,0.75,37,18500.73,1
s_008045,0,38711.18,5.15,54,13922.45,0
s_008046,0,35730.44,0.58,12,19289.44,3
s_008047,0,35824.77,6.02,58,40079.83,0
s_008048,0,36559.22,3.1,9,16015.09,1
s_008049,0,22043.4,6.95,31,12367.02,0
s_008050,0,28007.79,5.8,16,15611.12,0
s_008051,0,14822.43,1.99,50,9438.21,0
s_008052,0,7568.37,2.6,27,6020.08,0
s_008053,0,41643.04,0.35,38,36262.41,1
s_008054,0,23542.5,7.93,18,11766.57,0
s_008055,0,8138.06,3.1,26,4479.82,1
s_008056,0,18518.0,6.18,19,10595.12,1
s_008057,0,28675.99,0.0,29,19115.83,0
s_008058,0,49932.11,1.42,0,34323.88,3
s_008059,0,13327.77,1.99,14,6171.49,0
s_008060,0,31414.59,4.24,3,16539.4,0
s_008061,0,21961.64,5.49,9,18474.22,2
s_008062,0,15140.06,5.47,19,8167.31,0
s_008063,0,36407.0,4.5,28,29990.29,1
s_008064,0,17727.0,3.98,20,12603.19,1
s_008065,0,24466.87,7.14,34,11239.77,0
s_008066,0,43327.61,2.11,0,44555.4,1
s_008067,0,44320.8,3.06,32,39150.98,0
s_008068,0,41630.79,3.43,0,25894.4,1
s_008069,0,37331.43,0.19,44,21231.17,1
s_008070,0,5025.11,5.51,12,3755.86,1
s_008071,0,28079.39,0.61,13,19247.49,0
s_008072,0,45730.3,4.32,9,28679.64,0
s_008073,0,29297.14,0.0,9,7695.19,1
s_008074,0,44404.94,6.18,33,12464.39,1
s_008075,0,37119.7,6.32,16,23723.8,1
s_008076,0,49226.23,3.12,30,29559.12,1
s_008077,0,19774.14,0.12,3,13733.63,1
s_008078,0,35681.33,0.51,31,30718.47,1
s_008079,0,7826.13,4.09,19,5335.61,0
s_008080,1,33293.95,10.47,65,32371.41,0
s_008081,0,30882.1,2.26,6,27890.09,0
s_008082,0,26613.21,3.15,22,19781.74,0
s_008083,0,23767.91,1.35,9,9166.55,0
s_008084,0,27739.79,2.05,0,15435.15,0
s_008085,0,11486.85,5.01,25,10570.01,0
s_008086,1,21310.11,0.0,63,14397.1,0
s_008087,0,56174.0,6.9,35,26772.22,3
s_008088,0,18593.88,1.55,31,13209.35,0
s_008089,0,65483.86,0.0,56,48073.2,2
s_008090,1,24129.9,3.33,1,22434.66,0
s_008091,0,15352.85,1.74,26,9186.59,1
s_008092,0,27891.6,3.68,37,32466.63,0
s_008093,0,33251.63,4.37,23,11399.8,0
s_008094,0,35818.74,0.0,33,20779.51,0
s_008095,0,22101.79,0.0,33,10988.17,0
s_008096,1,19389.86,0.49,35,10538.6,1
s_008097,1,40515.87,4.16,27,32511.15,1
s_008098,0,3000.0,3.77,57,1826.29,2
s_008099,0,42242.86,4.19,25,42453.11,0
s_008100,0,26236.4,5.0,31,23938.26,0
s_008101,0,24655.36,2.15,35,22118.91,2
s_008102,0,36238.53,6.73,17,16312.24,0
s_008103,0,32667.62,8.61,14,19541.14,3
s_008104,0,27009.27,0.0,32,15573.68,1
s_008105,0,39848.09,8.31,33,12892.72,1
s_008106,0,32904.83,1.88,67,14030.72,0
s_008107,0,24502.38,6.6,25,14259.97,2
