subject_id,defaulted,income_monthly,employment_years,credit_history_months,avg_monthly_spend,late_payments_12m
s_003768,0,41387.39,8.96,35,23715.68,1
s_003769,0,20540.58,0.0,5,8827.54,2
s_003770,0,20315.25,3.03,37,18366.92,2
s_003771,0,17590.56,1.01,36,21932.13,1
s_003772,0,3817.48,4.7,28,2965.13,1
s_003773,1,8348.2,0.13,1,5987.89,1
s_003774,1,3000.0,1.61,17,2853.72,0
s_003775,0,32428.95,4.23,59,26972.61,0
s_003776,0,12346.0,0.0,35,8571.24,1
s_003777,1,18433.3,3.23,48,21514.87,0
s_003778,0,29090.02,0.91,4,23506.2,0
s_003779,0,38119.97,0.69,14,14828.59,0
s_003780,0,32616.32,3.54,3,27926.87,0
s_003781,0,17117.92,4.69,33,14907.73,1
s_003782,0,24158.06,1.24,26,8258.88,0
s_003783,0,40469.18,5.56,12,26498.6,0
s_003784,0,36253.51,3.18,21,27224.06,2
s_003785,0,23323.78,5.33,9,12837.51,1
s_003786,0,52629.36,6.15,1,41016.19,0
s_003787,0,23659.04,3.06,27,16006.51,2
s_003788,0,19056.6,4.64,18,12921.13,0
s_003789,0,32749.87,2.93,21,14354.87,2
s_003790,0,28357.53,3.37,50,13611.43,2
s_003791,0,25846.77,2.21,3,17539.14,0
s_003792,0,42780.95,0.0,24,24497.68,0
s_003793,0,17735.2,2.97,13,7918.91,0
s_003794,0,22288.28,3.19,26,18006.38,0
s_003795,0,46617.67,3.72,9,44575.3,0
s_003796,1,32662.81,4.58,46,25088.92,0
s_003797,0,16389.0,1.6,33,19690.11,0
s_003798,0,24020.26,3.8,13,16807.39,0
s_003799,0,15435.25,2.88,1,6645.88,1
s_003800,0,17468.95,5.26,0,10050.73,0
s_003801,0,31090.49,4.42,11,18806.1,0
s_003802,0,37235.84,1.8,44,21355.87,0
s_003803,1,26894.77,7.36,16,23871.62,0
s_003804,0,30513.32,3.7,22,18312.19,2
s_003805,0,36070.76,0.52,32,17521.06,0
s_003806,0,39639.26,1.59,42,12044.15,0
s_003807,0,13337.47,6.08,17,8424.49,0
s_003808,0,22508.62,1.94,63,17050.86,0
s_003809,0,19910.57,3.55,13,18373.93,0
s_003810,0,49787.07,2.06,34,38765.56,0
s_003811,1,14829.15,2.94,28,14129.45,1
s_003812,0,50156.51,2.81,21,44485.67,1
s_003813,0,30052.53,4.65,53,30267.61,1
s_003814,0,29818.75,1.79,15,17597.88,0
s_003815,0,33937.64,3.06,6,27214.0,1
s_003816,0,27500.23,6.31,28,23436.91,1
s_003817,0,15557.73,0.0,34,10147.56,1
s_003818,0,47221.97,2.29,38,38071.07,0
s_003819,0,43314.52,3.38,30,48039.7,1
s_003820,0,28020.55,1.47,21,10631.43,0
s_003821,0,31865.37,4.39,19,18123.93,1
s_003822,0,8478.22,5.28,25,4900.15,0
s_003823,0,58934.66,2.02,6,33634.47,0
s_003824,0,31567.75,0.78,46,35980.68,1
s_003825,1,35909.74,0.0,24,14198.51,0
s_003826,0,27321.03,0.0,14,16195.4,0
s_003827,0,27063.73,0.87,2,15296.3,1
s_003828,0,9218.1,0.32,54,3109.12,2
s_003829,0,45070.64,5.34,33,14087.97,1
s_003830,0,10866.47,0.09,21,6421.53,0
s_003831,0,22290.74,3.25,35,14837.44,2
s_003832,0,11953.99,1.73,2,8123.94,3
s_003833,0,36148.81,9.19,7,21551.81,0
s_003834,0,38583.67,4.75,43,25503.99,0
s_003835,0,41501.34,3.73,60,29842.88,1
s_003836,0,25260.2,1.54,16,9992.41,0
s_003837,0,44703.51,3.63,67,40586.45,1
s_003838,0,28545.3,5.04,0,21461.12,0
s_003839,1,27051.47,4.02,0,25289.67,0
s_003840,0,26068.23,5.85,62,5206.26,0
s_003841,0,39155.21,0.42,9,20096.64,1
s_003842,0,32283.63,2.96,23,26888.14,1
s_003843,1,22270.7,2.15,46,15563.81,1
s_003844,0,16979.69,0.0,13,10935.53,0
s_003845,1,30295.38,4.06,7,19255.94,0
s_003846,0,33667.48,8.64,56,37415.65,4
s_003847,0,35534.34,7.85,13,26904.06,2
s_003848,0,26374.25,2.46,23,9700.39,3
s_003849,0,41754.11,5.0,27,24789.86,0
s_003850,1,21018.95,1.83,2,20089.08,2
s_003851,0,21698.67,0.77,0,9302.66,0
s_003852,0,23555.92,3.97,15,20691.21,2
s_003853,0,32217.66,5.1,14,9480.53,0
s_003854,0,17341.21,1.29,22,14505.03,1
s_003855,0,16639.42,0.0,0,11549.34,0
s_003856,1,14039.28,3.44,16,7993.54,0
s_003857,1,25876.14,3.44,19,23388.19,0
s_003858,0,11051.02,1.77,29,4114.98,0
s_003859,0,15975.89,6.71,43,3941.69,1
s_003860,0,23708.06,4.64,16,11354.97,0
s_003861,0,32032.54,3.7,34,23568.7,1
s_003862,0,39114.04,2.05,0,34272.17,1
s_003863,0,30221.33,1.52,18,27115.02,0
s_003864,0,40412.51,5.54,30,25349.5,0
s_003865,0,19584.72,2.42,47,5783.15,2
s_003866,0,25375.16,1.52,30,8441.08,0
s_003867,0,5492.33,4.12,37,5178.44,0
s_003868,0,36903.32,0.56,19,12544.91,1
s_003869,1,16386.83,4.79,0,9509.81,0
s_003870,0,35155.31,3.49,7,19333.13,0
s_003871,0,10240.27,0.0,15,8438.07,0
s_003872,0,44531.88,5.34,24,39451.84,0
s_003873,0,20998.63,5.82,10,14222.63,1
s_003874,1,37937.92,0.0,42,14342.8,1
s_003875,0,20590.05,0.57,22,9854.87,1
s_003876,1,36896.28,3.57,11,20588.58,4
s_003877,1,13596.43,0.0,9,11170.36,0
s_003878,0,37386.65,2.62,25,36373.04,0
s_003879,0,24540.95,2.85,62,23017.44,0
s_003880,0,4700.37,4.74,0,4389.58,2
s_003881,0,36468.88,1.79,27,19471.74,0
s_003882,0,38747.63,1.97,47,28973.52,0
s_003883,0,14984.26,0.0,30,3077.38,0
s_003884,0,25199.14,6.93,42,9624.84,0
s_003885,0,22433.48,2.43,13,23326.2,2
s_003886,0,24693.42,7.12,38,21955.35,0
s_003887,0,3000.0,1.74,29,2848.25,0
s_003888,1,24912.1,1.63,0,17280.73,0
s_003889,0,9082.93,4.27,37,5037.98,1
s_003890,0,3000.0,3.84,0,1203.85,1
s_003891,0,36160.03,2.78,22,24079.51,0
s_003892,0,42962.64,4.03,36,32492.39,3
s_003893,0,31832.36,2.6,0,23927.08,1
s_003894,0,26732.54,2.81,18,28470.05,0
s_003895,1,24432.32,0.47,21,15582.56,0
s_003896,0,17535.45,0.86,42,16980.77,0
s_003897,0,50965.17,2.74,33,35968.66,2
s_003898,0,20474.59,8.48,35,11012.98,2
s_003899,0,9643.67,3.51,31,6468.68,0
s_003900,0,45792.95,6.7,29,38790.87,2
s_003901,0,44684.3,2.54,0,21617.58,1
s_003902,0,36459.77,2.68,54,31536.56,0
s_003903,0,52453.66,0.0,20,40469.22,0
s_003904,1,24016.41,0.17,4,17612.51,1
s_003905,0,40151.86,4.09,25,28057.32,0
s_003906,0,22177.93,5.28,37,7888.59,0
s_003907,0,10514.33,4.58,13,4627.91,0
s_003908,0,19900.76,4.43,0,13587.56,2
s_003909,0,50823.76,5.07,4,34562.21,0
s_003910,0,37189.96,3.0,35,22908.73,0
s_003911,1,19589.85,0.0,37,17688.72,3
s_003912,1,30059.2,0.0,54,8672.9,4
s_003913,0,9287.17,2.41,29,3192.14,0
s_003914,0,27857.72,1.56,22,25270.79,0
s_003915,0,31699.16,0.93,21,19543.55,1
s_003916,0,32396.99,1.97,51,23509.6,2
s_003917,0,39209.99,3.26,25,21867.49,2
s_003918,1,46415.34,2.13,39,41749.61,5
s_003919,0,24474.68,6.45,0,8171.44,0
s_003920,0,6103.62,3.57,34,2992.43,0
s_003921,0,43854.34,3.23,41,23849.33,2
s_003922,1,6941.66,0.0,29,3348.26,3
s_003923,0,29891.17,1.42,10,16537.02,0
s_003924,0,25732.79,3.52,17,23579.66,0
s_003925,0,42788.83,0.41,38,42540.13,0
s_003926,0,10681.66,5.21,53,3342.48,3
s_003927,0,30779.13,5.86,1,21544.31,0
s_003928,0,30403.08,3.82,44,34441.54,1
s_003929,0,41669.43,4.17,56,20273.31,1
s_003930,0,50456.4,1.96,13,43305.17,2
s_003931,0,35079.4,1.15,0,24399.06,0
s_003932,0,23870.34,4.21,8,15634.33,4
s_003933,0,26018.02,4.53,26,16770.81,1
s_003934,0,41400.1,5.24,28,26356.57,0
s_003935,0,25049.34,2.26,49,18761.15,0
s_003936,0,35207.94,4.7,17,14622.83,0
s_003937,0,32512.36,3.38,23,26278.85,0
s_003938,1,38570.39,2.91,14,32230.98,2
s_003939,1,45999.17,1.65,9,31451.18,0
s_003940,0,53668.66,2.46,9,37215.16,0
s_003941,0,26681.69,0.0,11,23797.55,1
s_003942,0,31959.7,4.97,22,17902.47,0
s_003943,0,29763.2,5.28,34,22439.04,0
s_003944,0,32914.64,4.73,7,30347.73,0
s_003945,1,12624.84,4.34,23,3426.1,0
s_003946,0,40620.27,2.38,35,27993.96,0
s_003947,0,58780.97,3.52,33,56030.26,0
s_003948,0,11865.88,6.4,31,8329.89,0
s_003949,0,10841.2,3.46,38,8169.19,1
s_003950,0,3000.0,1.56,19,2232.31,0
s_003951,1,36787.09,3.94,77,22226.29,0
s_003952,0,29377.18,8.09,62,16721.08,0
s_003953,0,20726.12,9.48,12,9825.53,1
s_003954,0,33979.46,5.96,11,31344.18,3
s_003955,0,26601.52,4.85,23,21528.52,1
s_003956,0,24530.16,0.27,6,9232.78,0
s_003957,0,13551.7,2.27,21,13095.52,3
s_003958,1,8367.69,1.87,12,4628.7,0
s_003959,0,33967.7,1.01,5,33920.33,1
s_003960,0,43441.95,0.0,39,14114.34,0
s_003961,0,15925.46,2.56,0,14642.68,2
s_003962,0,54736.07,6.96,40,52027.28,1
s_003963,0,39517.21,1.19,44,28988.38,0
s_003964,0,17886.43,0.0,15,14317.18,0
s_003965,0,42565.47,7.85,17,34442.62,0
s_003966,0,16355.18,2.89,39,10362.89,0
s_003967,0,23286.14,3.49,27,21439.23,0
s_003968,0,37132.66,3.57,9,18749.89,0
s_003969,0,46526.54,7.32,33,30482.96,0
s_003970,0,30912.79,2.62,12,11813.97,1
s_003971,0,34205.95,1.42,17,19323.09,0
s_003972,0,20804.75,4.57,28,19613.78,0
s_003973,0,36456.74,1.63,27,23831.95,2
s_003974,0,24197.86,2.12,29,10907.12,2
s_003975,0,53060.76,4.8,51,50645.7,0
s_003976,0,26637.91,2.71,22,15751.78,0
s_003977,0,44791.28,0.43,5,36733.55,0
s_003978,0,32562.08,6.13,27,23201.81,1
s_003979,0,20349.56,2.72,26,8756.22,0
s_003980,0,33234.0,8.23,2,18432.2,2
s_003981,0,43074.84,5.19,39,23693.35,1
s_003982,0,18524.42,2.67,11,8660.87,1
s_003983,0,33837.98,4.61,7,12490.94,0
s_003984,0,16759.41,0.28,34,11914.32,0
s_003985,0,23199.74,0.51,33,21336.16,0
s_003986,0,32966.18,1.84,0,28698.81,2
s_003987,0,26042.32,5.21,55,14276.01,1
s_003988,1,13115.83,1.66,34,10582.46,4
s_003989,1,3000.0,3.07,12,635.32,2
s_003990,0,21879.18,0.0,41,10347.46,0
s_003991,0,29815.01,0.0,25,19422.38,2
s_003992,0,22395.44,5.75,6,17769.2,0
s_003993,0,21823.52,0.0,40,18632.81,0
s_003994,0,30824.19,4.53,0,12433.82,2
s_003995,1,32253.29,0.0,27,13899.85,0
s_003996,0,47030.86,3.97,20,14291.89,4
s_003997,0,29702.76,4.46,21,13251.85,3
s_003998,0,21564.14,2.28,0,9923.84,0
s_003999,0,3000.0,0.32,41,1349.82,1
s_004000,0,45470.58,4.44,23,11116.37,1
s_004001,0,22355.75,3.61,0,11179.75,0
s_004002,0,20712.93,5.31,39,19286.83,0
s_004003,0,46012.32,1.92,0,17291.97,1
s_004004,0,12588.41,4.42,42,6646.63,0
s_004005,0,31870.47,5.67,23,33193.56,0
s_004006,0,30080.71,3.33,22,19910.96,1
s_004007,0,28603.83,1.01,0,32024.54,0
s_004008,0,25863.78,4.12,25,18221.7,2
s_004009,0,39512.32,5.16,36,18610.14,0
s_004010,0,15334.75,0.0,14,17006.43,0
s_004011,1,8422.96,0.34,19,5093.86,3
s_004012,0,22125.87,0.0,0,11408.32,1
s_004013,0,26365.98,1.35,4,22262.3,1
s_004014,0,42069.8,4.52,7,45379.46,3
s_004015,0,19413.66,0.75,23,11675.52,0
s_004016,0,24758.27,3.02,19,21949.79,0
s_004017,0,32492.53,3.97,55,14444.05,0
s_004018,0,37260.09,3.87,8,27913.94,0
s_004019,0,17676.31,1.78,34,10275.9,1
s_004020,0,27451.54,0.0,31,27266.23,1
s_004021,0,25656.77,2.63,28,14868.71,0
s_004022,0,21554.87,0.0,34,18636.43,0
s_004023,0,13457.44,0.0,2,6835.06,1
s_004024,0,20411.03,2.07,23,13149.49,3
s_004025,1,30370.53,3.33,0,19853.34,0
s_004026,0,45177.19,3.01,14,20605.3,2
s_004027,0,33058.23,4.05,37,22309.36,2
s_004028,0,24915.01,0.0,37,18227.99,0
s_004029,0,35917.6,0.0,37,18594.26,1
s_004030,0,27333.14,0.0,0,9652.75,0
s_004031,0,27058.53,3.39,29,18626.18,1
s_004032,0,33286.38,3.07,31,23364.42,1
s_004033,0,24033.96,0.51,13,4315.35,0
s_004034,1,22901.67,2.9,28,11054.84,1
s_004035,0,27543.25,2.29,15,26135.62,0
s_004036,0,17911.74,5.18,50,7765.02,3
s_004037,0,22736.82,4.28,30,19981.23,0
s_004038,0,42581.02,2.68,36,21560.86,1
s_004039,0,16442.43,1.2,7,6419.07,0
s_004040,0,33233.46,1.53,0,20566.72,0
s_004041,0,51524.86,1.71,38,47307.7,0
s_004042,0,72570.68,8.09,29,64012.96,1
s_004043,0,35482.34,1.0,36,18573.71,2
s_004044,1,3500.18,7.96,46,1288.61,0
s_004045,1,33446.4,2.86,46,19763.27,2
s_004046,0,14281.71,0.22,35,11319.18,0
s_004047,1,30807.85,0.0,24,17434.88,1
s_004048,0,41206.23,1.17,20,15844.91,2
s_004049,0,23480.25,1.49,19,17625.63,1
s_004050,0,27251.89,2.76,26,9555.61,2
s_004051,0,22329.95,4.31,0,15211.27,2
s_004052,1,18528.4,6.2,7,10386.64,3
s_004053,0,20132.04,5.69,0,6498.45,3
s_004054,0,33407.78,5.87,26,17812.81,0
s_004055,0,39076.68,0.65,10,23289.67,1
s_004056,1,37511.65,0.41,0,27640.91,3
s_004057,0,17212.84,4.09,22,10203.02,0
s_004058,0,3000.0,3.02,44,1407.21,3
s_004059,0,45221.27,0.0,37,27667.77,4
s_004060,0,30360.3,2.75,30,24775.81,0
s_004061,0,44379.53,8.13,0,37415.99,1
s_004062,0,25467.36,1.89,55,10378.68,0
s_004063,0,6685.47,2.49,6,3939.39,1
s_004064,0,31166.56,6.76,26,14861.31,0
s_004065,0,3000.0,5.97,43,395.68,2
s_004066,1,33832.02,3.97,6,19849.27,3
s_004067,1,31909.88,6.28,26,13975.06,2
s_004068,1,21226.23,1.56,21,12183.51,3
s_004069,0,17830.87,1.66,5,13813.83,0
s_004070,0,30927.65,5.12,26,25847.77,0
s_004071,0,21685.14,3.91,0,7114.23,3
s_004072,0,21197.77,4.0,22,19967.55,1
s_004073,0,37624.34,3.44,35,32405.89,0
s_004074,0,33249.77,3.34,32,16448.8,0
s_004075,1,48694.29,0.37,33,32685.64,0
s_004076,0,22751.01,4.21,25,22713.39,0
s_004077,0,26076.8,4.45,32,15368.68,2
s_004078,1,30969.56,0.54,20,18917.5,0
s_004079,1,12098.66,7.02,13,7173.0,3
s_004080,0,28273.96,4.37,36,32155.63,0
s_004081,0,22789.07,0.0,6,19060.28,1
s_004082,0,31140.98,3.89,22,37389.71,3
s_004083,0,20951.36,2.19,29,7036.68,1
s_004084,0,24556.57,0.48,16,13015.13,3
s_004085,0,18319.49,4.4,0,17818.16,5
s_004086,1,21634.74,2.22,0,15404.86,2
s_004087,0,20948.52,1.71,15,14315.59,1
s_004088,0,12819.06,0.58,19,6686.79,0
s_004089,0,22490.63,1.92,40,5698.87,3
s_004090,0,16033.4,3.88,33,10249.58,0
s_004091,0,26635.46,1.81,16,16042.9,0
s_004092,1,16420.04,5.04,20,5846.2,0
s_004093,0,23828.1,0.75,28,17000.88,2
s_004094,0,29724.45,3.87,7,21637.23,3
s_004095,0,42560.92,7.17,29,17132.58,1
s_004096,0,19801.68,3.19,17,6918.68,0
s_004097,0,24487.16,2.31,44,15981.73,0
s_004098,0,36200.82,4.21,4,29850.81,0
s_004099,0,43714.02,0.52,18,29802.51,1
s_004100,0,20382.07,1.17,22,8542.58,0
s_004101,0,39949.59,8.04,31,44127.95,0
s_004102,0,48188.25,3.79,47,31447.56,1
s_004103,0,28664.68,0.0,39,27619.25,1
s_004104,0,44379.81,3.46,17,25762.67,0
s_004105,0,24854.98,2.83,33,7449.46,2
s_004106,0,48720.4,0.97,21,33073.7,2
s_004107,0,27716.98,3.7,38,13680.21,1
s_004108,0,44802.35,2.53,35,26124.73,1
s_004109,0,10340.66,4.21,29,7490.41,1
s_004110,0,42584.02,5.99,23,18957.14,0
s_004111,0,17496.74,3.41,45,11692.05,2
s_004112,0,21469.83,2.04,55,15393.28,0
s_004113,1,20241.19,1.42,1,14993.26,3
s_004114,0,38852.27,2.68,0,20492.51,0
s_004115,0,47464.74,3.98,16,38668.9,1
s_004116,0,18278.88,4.9,33,14935.06,3
s_004117,1,20406.99,3.41,0,20690.39,0
s_004118,1,5034.87,2.44,15,2983.39,2
s_004119,0,41754.66,5.56,41,47172.61,3
s_004120,0,39475.03,3.63,17,45654.05,0
s_004121,0,30149.33,8.66,0,19959.21,0
s_004122,0,31811.29,4.49,10,11199.53,0
s_004123,0,28280.76,3.5,30,17750.51,1
s_004124,0,9070.26,9.96,13,2983.96,0
s_004125,0,34477.93,3.64,9,21914.83,0
s_004126,1,9418.72,3.63,12,8848.32,0
s_004127,0,43569.83,1.91,22,15809.31,2
s_004128,0,7580.29,4.69,0,7652.16,0
s_004129,0,23784.58,2.51,33,15285.62,0
s_004130,0,15294.06,0.0,15,8573.21,1
s_004131,0,25305.46,1.16,15,14604.58,3
s_004132,0,17781.32,3.04,25,12391.16,1
s_004133,0,12680.39,0.63,47,7352.46,0
s_004134,0,14402.97,0.75,7,14761.23,0
s_004135,0,18095.42,3.7,32,13487.91,0
s_004136,0,25649.96,7.84,14,3350.98,0
s_004137,0,49384.93,5.35,2,46376.78,0
s_004138,1,7378.09,1.14,20,6491.61,0
s_004139,0,29313.84,3.64,27,13503.97,0
s_004140,0,30333.24,4.56,59,20843.4,4
s_004141,0,35911.2,1.97,40,36978.85,0
s_004142,0,30975.14,4.52,15,27580.06,0
s_004143,0,35249.93,6.07,45,15769.42,3
s_004144,1,20671.98,2.82,35,13715.82,4
s_004145,0,19923.85,4.69,23,4996.72,0
s_004146,1,17108.35,5.68,22,19343.79,0
s_004147,0,30055.44,3.26,13,24574.33,1
s_004148,0,11728.74,4.99,55,7025.01,3
s_004149,0,47615.6,0.9,55,28375.89,3
s_004150,0,32220.74,0.6,6,34180.18,0
s_004151,0,14662.64,2.49,28,12644.39,0
s_004152,0,4761.3,3.22,7,3414.25,1
s_004153,0,22487.29,0.0,16,12684.2,0
s_004154,0,19253.14,2.27,22,13996.75,0
s_004155,0,49825.98,1.09,22,20648.73,0
s_004156,0,32644.77,3.75,5,23265.1,0
s_004157,0,21001.57,2.25,42,12117.26,0
s_004158,0,42445.81,4.92,29,9794.31,1
s_004159,0,21757.79,1.12,16,13996.53,2
s_004160,1,38562.83,0.95,22,30630.8,0
s_004161,0,11822.54,0.0,35,6291.36,2
s_004162,0,32087.62,0.0,33,29848.84,3
s_004163,0,26370.74,7.11,12,22427.98,0
s_004164,0,27434.85,3.51,4,17400.32,1
s_004165,0,36681.28,5.98,40,29915.0,0
s_004166,0,31662.65,0.0,38,16739.18,0
s_004167,0,9817.92,5.62,0,6511.28,0
s_004168,0,27979.26,0.27,52,15790.68,2
s_004169,0,25381.0,7.72,42,15294.66,0
s_004170,0,43638.96,1.6,37,34876.08,2
s_004171,0,29642.42,3.06,0,17835.6,1
s_004172,0,20791.67,3.6,42,14027.2,1
s_004173,0,24412.94,4.23,36,24777.94,0
s_004174,0,3000.0,5.15,10,2695.04,2
s_004175,0,25235.33,7.47,22,10173.51,0
s_004176,0,33946.75,0.0,10,37461.77,0
s_004177,0,19864.2,7.64,58,13679.66,3
s_004178,0,27398.13,6.59,16,16076.67,0
s_004179,0,50076.45,6.89,25,31440.39,1
s_004180,0,35349.93,5.11,26,15279.74,0
s_004181,0,30007.12,0.0,0,16941.49,0
s_004182,1,45599.84,6.07,15,36164.5,3
s_004183,1,18235.87,3.76,17,17016.03,3
s_004184,0,30191.89,4.21,41,15798.19,0
s_004185,0,13179.53,3.14,18,5173.11,0
s_004186,0,4889.29,2.4,50,4134.82,2
s_004187,0,46802.83,6.49,0,42098.54,0
s_004188,0,21693.49,5.41,4,18645.01,1
s_004189,0,32709.22,5.55,69,1881.77,1
s_004190,0,22796.35,5.19,19,18606.98,1
s_004191,0,34871.42,6.07,30,15512.2,0
s_004192,0,21919.04,2.61,7,13275.5,2
s_004193,1,15410.7,1.75,40,7989.87,3
s_004194,0,43416.0,4.88,36,34544.26,0
s_004195,0,33312.05,0.0,29,16720.36,1
s_004196,0,28540.65,0.0,3,23198.46,0
s_004197,0,29989.15,5.67,12,21439.36,0
s_004198,0,28960.78,4.83,23,16117.84,1
s_004199,1,22546.08,5.05,41,14223.82,3
s_004200,0,41688.64,2.49,52,29641.26,1
s_004201,0,30848.9,8.26,38,26711.02,0
s_004202,0,35639.85,0.0,32,27753.14,3
s_004203,0,36157.62,0.69,20,18035.51,1
s_004204,0,13798.44,4.92,74,3593.26,2
s_004205,0,33377.67,6.01,34,26383.75,0
s_004206,0,26799.99,7.16,11,16828.83,0
s_004207,0,12802.03,3.73,38,9153.56,1
s_004208,0,39444.01,6.73,32,34759.19,3
s_004209,1,35351.7,3.73,40,29418.22,1
s_004210,0,16134.02,0.0,24,8952.35,0
s_004211,1,29998.35,1.99,27,20426.42,1
s_004212,0,11967.42,0.0,41,8680.58,0
s_004213,0,18018.0,0.38,53,16139.49,0
s_004214,0,26643.4,6.28,64,21407.49,2
s_004215,0,42652.34,4.88,15,13981.54,2
s_004216,1,21422.35,0.31,13,14177.7,2
s_004217,0,23819.25,3.16,0,23449.5,1
s_004218,0,15879.69,1.57,16,5429.86,0
s_004219,0,33639.03,1.4,22,21560.73,1
s_004220,0,35167.61,3.44,28,17552.68,2
s_004221,0,46690.84,2.3,34,38806.5,0
s_004222,0,29485.33,6.15,21,18899.3,1
s_004223,0,40486.66,0.0,0,31796.56,0
s_004224,1,13628.3,0.0,41,11401.1,0
s_004225,0,37492.1,4.54,37,14288.08,1
s_004226,0,24497.41,2.52,18,28054.17,0
s_004227,0,37625.15,6.79,9,11990.21,1
s_004228,1,41624.31,5.9,41,21619.57,1
s_004229,0,29425.37,4.32,6,22540.47,1
s_004230,1,12643.74,3.95,45,5701.97,0
s_004231,0,12674.85,1.97,66,6637.39,0
s_004232,0,38013.02,3.85,0,28254.17,1
s_004233,0,42583.55,3.96,44,28671.57,0
s_004234,0,24870.98,0.09,18,7051.61,3
s_004235,0,32729.97,3.15,37,15807.0,1
s_004236,0,28649.92,0.0,4,26618.67,0
s_004237,0,34404.95,0.0,13,30271.48,0
s_004238,1,15940.58,0.6,0,4776.61,1
s_004239,0,25540.08,2.22,28,26747.18,3
s_004240,1,62658.13,0.0,50,43781.71,1
s_004241,0,26810.65,0.0,19,13350.66,1
s_004242,0,21528.73,5.48,39,5376.73,1
s_004243,0,19142.92,4.38,47,10019.21,0
s_004244,1,25258.98,2.72,0,7272.7,0
s_004245,0,24690.2,4.25,23,20339.93,0
s_004246,0,8209.18,0.0,0,4810.24,0
s_004247,0,41657.03,3.06,24,30978.61,0
s_004248,0,41573.96,5.99,11,32969.23,3
s_004249,0,29291.94,4.62,0,22054.18,1
s_004250,0,23086.27,0.0,24,17811.09,1
s_004251,0,26039.81,2.77,3,16065.24,2
s_004252,1,16880.36,0.0,18,16105.85,3
s_004253,0,22059.49,3.34,14,18114.58,0
s_004254,1,24166.44,0.0,31,21705.34,2
s_004255,0,33623.12,2.4,39,24709.38,2
s_004256,0,11119.63,0.0,7,3994.18,3
s_004257,0,29818.37,3.05,29,27995.35,2
s_004258,1,42003.74,4.92,34,28293.84,3
s_004259,1,28626.21,5.46,33,12462.5,3
s_004260,1,29139.83,4.43,14,19319.69,1
s_004261,0,44681.19,4.07,26,26594.56,0
s_004262,0,36382.57,0.6,45,24973.23,1
s_004263,0,33378.96,1.17,23,28754.48,0
s_004264,0,26220.69,1.48,26,11334.59,0
s_004265,0,40459.27,1.9,13,20670.63,1
s_004266,1,39478.0,5.04,0,26462.48,0
s_004267,0,11270.12,3.63,31,9792.96,1
s_004268,0,39372.17,3.58,25,18899.46,1
s_004269,0,11919.61,5.78,38,9434.87,0
s_004270,0,45096.42,0.0,37,25734.36,0
s_004271,0,3000.0,0.75,0,2475.0,0
s_004272,0,16295.4,4.09,35,17446.8,0
s_004273,0,30780.86,1.98,41,24940.12,0
s_004274,0,53956.33,0.31,7,35917.9,2
s_004275,0,30781.75,0.64,26,14603.92,0
s_004276,0,42396.19,3.93,11,23328.63,1
s_004277,0,41313.39,5.54,0,25294.06,1
s_004278,1,28079.36,4.91,30,24856.11,0
s_004279,1,11743.23,0.0,35,10330.95,3
s_004280,0,16344.48,6.18,33,19835.31,0
s_004281,0,14365.33,3.89,16,14259.03,3
s_004282,0,12111.8,3.89,34,6756.9,0
s_004283,0,22673.68,1.57,0,7570.04,0
s_004284,0,36359.45,0.0,15,14492.15,0
s_004285,0,42102.28,5.83,17,38504.46,0
s_004286,1,29079.44,5.7,32,31787.05,4
s_004287,0,65967.26,4.05,27,41834.42,1
s_004288,0,23162.77,2.66,45,19775.52,2
s_004289,0,23338.32,1.63,3,8436.99,0
s_004290,0,35768.32,5.66,39,25976.11,0
s_004291,0,48275.68,4.06,7,46176.78,1
s_004292,0,30424.38,3.22,11,21480.97,0
s_004293,1,45599.04,2.06,22,41791.31,1
s_004294,0,26768.38,4.06,31,16689.14,0
s_004295,0,28643.36,1.22,20,18794.07,4
s_004296,1,23193.39,2.36,13,14996.84,1
s_004297,0,3000.0,0.0,27,3092.14,0
s_004298,0,19431.64,2.46,22,13427.59,0
s_004299,0,18922.34,1.42,21,15913.84,0
s_004300,0,31351.78,4.14,16,10622.44,0
s_004301,0,14296.01,3.68,38,10145.91,1
s_004302,0,15405.99,5.17,37,7712.47,0
s_004303,0,32273.28,2.42,21,14857.45,1
s_004304,0,17830.04,2.9,44,19241.27,0
s_004305,0,24823.29,1.89,29,9410.76,3
s_004306,0,29649.3,7.51,22,17640.63,0
s_004307,0,29962.83,4.34,0,25147.06,0
s_004308,0,9023.51,3.32,30,5574.87,0
s_004309,0,12245.69,2.77,15,12090.07,0
s_004310,0,24597.39,4.3,33,8104.36,0
s_004311,0,5241.47,8.5,27,5528.4,0
s_004312,0,34725.09,3.83,56,32682.86,1
s_004313,1,7476.14,0.0,22,7020.81,0
s_004314,1,3012.14,0.68,19,2674.24,1
s_004315,1,14404.59,2.11,33,11093.05,0
s_004316,0,3000.0,2.67,13,3626.25,1
s_004317,0,31298.75,3.29,9,23163.62,1
s_004318,0,31571.91,1.11,40,27235.46,0
s_004319,0,32550.18,3.94,27,18986.49,0
s_004320,0,35581.57,5.27,16,29437.67,0
s_004321,0,32790.75,1.62,0,17204.12,0
s_004322,0,20371.22,0.0,47,20425.34,0
s_004323,0,38852.5,2.19,0,21281.14,0
s_004324,0,23338.55,0.99,0,19617.51,0
s_004325,0,23308.32,1.92,16,13224.26,3
