subject_id,income_monthly,employment_years,credit_history_months,avg_monthly_spend,late_payments_12m,defaulted
subj_008227,11712.15,1.91,0,10398.89,0,0
subj_008228,10454.44,2.87,42,7690.59,2,1
subj_008229,27725.25,6.22,41,23525.8,2,0
subj_008230,35544.47,4.11,30,28783.41,0,0
subj_008231,38382.54,2.87,30,31705.81,0,0
subj_008232,26332.43,1.99,5,14569.7,0,0
subj_008233,31380.91,3.45,21,31037.39,0,0
subj_008234,29917.78,0.0,8,17846.87,2,0
subj_008235,24977.76,1.12,7,15050.03,1,0
subj_008236,23795.07,7.43,0,13806.61,0,0
subj_008237,58113.92,2.69,14,49281.02,0,1
subj_008238,29133.64,4.5,44,13589.26,0,0
subj_008239,20434.33,0.0,34,18517.63,0,0
subj_008240,16508.44,5.04,50,5455.17,0,0
subj_008241,7989.72,1.95,26,4871.48,1,0
subj_008242,31127.36,2.28,23,20531.37,0,0
subj_008243,27725.9,0.0,31,14746.76,0,1
subj_008244,43197.15,0.0,44,48250.47,0,0
subj_008245,13537.8,3.17,38,8984.64,3,0
subj_008246,38243.63,4.16,1,31433.27,0,1
subj_008247,35172.87,7.6,26,14036.78,3,0
subj_008248,41876.99,5.94,17,40242.15,1,0
subj_008249,40719.01,0.67,62,32541.51,0,0
subj_008250,6234.38,4.15,44,4360.69,1,0
subj_008251,38699.24,5.75,4,22363.67,1,0
subj_008252,30536.62,4.28,50,13073.01,1,0
subj_008253,32715.35,4.91,31,25671.06,1,0
subj_008254,48054.55,4.2,38,30950.33,3,0
subj_008255,54933.22,0.23,52,58891.11,3,0
subj_008256,28035.4,1.28,6,22887.81,0,0
subj_008257,45784.69,6.58,33,35171.32,3,1
subj_008258,32804.56,4.66,41,24899.25,0,0
subj_008259,20596.41,3.96,46,12613.65,0,0
subj_008260,15793.29,7.57,48,14485.75,0,0
subj_008261,17709.25,0.82,70,9508.44,2,1
subj_008262,8551.28,4.69,2,5937.32,0,0
subj_008263,21177.43,2.76,1,14604.41,0,0
subj_008264,6550.71,0.71,36,4551.3,0,0
subj_008265,15912.61,8.86,0,326.57,1,0
subj_008266,24460.33,6.88,44,10292.84,0,0
subj_008267,19227.5,1.35,9,7696.46,0,0
subj_008268,25246.78,5.2,19,10478.37,0,0
subj_008269,27301.93,7.59,25,12896.41,2,0
subj_008270,4589.22,6.02,0,2729.89,0,0
subj_008271,10254.01,1.94,0,4898.48,0,0
subj_008272,11686.88,3.9,17,4146.97,0,1
subj_008273,34320.71,4.12,74,25772.32,0,0
subj_008274,24310.21,1.58,34,9851.67,2,0
subj_008275,25382.67,0.44,0,16210.2,0,0
subj_008276,24484.77,0.63,6,15129.53,0,0
subj_008277,45999.53,1.92,39,33007.24,0,0
subj_008278,19726.55,4.88,36,9461.31,1,0
subj_008279,29140.86,0.0,25,10792.36,0,0
subj_008280,23923.16,3.64,45,12191.65,0,0
subj_008281,22830.38,5.32,40,14047.05,0,0
subj_008282,22194.51,6.65,23,18298.86,2,0
subj_008283,31009.48,0.0,25,20892.77,0,0
subj_008284,54392.58,2.62,0,0.0,0,0
subj_008285,36074.07,1.52,7,32681.84,0,1
subj_008286,6010.34,0.0,8,4807.95,0,1
subj_008287,48245.15,2.28,32,42255.26,1,0
subj_008288,24619.57,2.59,5,22101.26,2,1
subj_008289,29402.03,6.37,8,8520.05,1,0
subj_008290,26907.56,6.2,51,21708.18,2,0
subj_008291,23532.8,1.97,34,11836.49,1,1
subj_008292,32585.69,4.5,0,16440.75,0,0
subj_008293,32934.5,4.25,32,15614.34,2,0
subj_008294,37370.96,3.4,17,13338.42,3,0
subj_008295,34319.79,5.68,19,21159.12,3,0
subj_008296,43466.89,3.26,15,37960.0,1,0
subj_008297,18450.54,1.95,50,6531.05,0,1
subj_008298,22841.05,4.7,26,14772.68,0,1
subj_008299,4884.42,6.76,0,2678.66,0,0
subj_008300,25979.53,4.14,29,13061.47,0,0
subj_008301,17568.45,5.89,15,14046.26,3,1
subj_008302,11027.84,7.31,10,4454.14,1,0
subj_008303,25600.57,0.0,19,16319.85,0,0
subj_008304,12086.65,0.99,0,5908.69,0,0
subj_008305,36803.85,1.82,40,29629.44,1,0
subj_008306,6891.6,5.83,20,6609.68,0,1
subj_008307,32118.88,0.0,27,26074.37,0,0
subj_008308,33953.57,8.47,0,15509.25,1,0
subj_008309,41037.06,5.62,27,35597.68,0,0
subj_008310,8406.27,1.92,20,5859.18,1,0
subj_008311,27801.95,4.15,32,23827.48,0,1
subj_008312,49408.02,0.0,0,34699.93,2,1
subj_008313,15307.45,0.0,24,11174.63,0,0
subj_008314,3000.0,0.65,24,1647.87,0,0
subj_008315,36870.49,3.36,45,28670.3,0,0
subj_008316,29695.09,0.0,46,16488.84,2,0
subj_008317,34796.39,3.67,3,21678.28,1,0
subj_008318,42586.43,7.2,25,24223.58,0,0
subj_008319,36627.95,7.5,34,19584.28,3,0
subj_008320,35501.19,5.2,53,22737.79,0,0
subj_008321,45817.71,3.11,11,22669.5,0,1
subj_008322,36671.3,2.97,32,26461.41,2,0
subj_008323,38995.88,2.35,51,33532.45,0,1
subj_008324,41977.99,0.0,15,21610.31,0,0
subj_008325,47593.27,5.05,9,18621.42,1,0
subj_008326,32887.99,6.39,2,19773.72,0,0
subj_008327,21819.85,4.89,9,9596.57,2,0
subj_008328,36107.39,4.42,22,29231.94,1,0
subj_008329,35288.56,3.13,25,37071.36,0,0
subj_008330,17380.43,3.07,36,7947.85,3,0
subj_008331,29916.04,0.23,0,20058.37,1,1
subj_008332,39060.45,3.57,1,31138.28,1,1
subj_008333,30662.92,4.61,79,14628.65,0,1
subj_008334,34331.26,5.2,0,26005.11,0,0
subj_008335,37059.23,5.71,32,30604.48,1,0
subj_008336,32412.78,1.76,27,24932.81,0,0
subj_008337,32373.42,1.68,29,18093.65,0,0
subj_008338,47260.92,1.26,67,22949.51,0,1
subj_008339,28803.36,4.19,56,21823.46,0,0
subj_008340,21818.67,7.48,8,10328.07,1,0
subj_008341,36678.61,6.52,21,17229.69,1,0
subj_008342,22956.16,4.01,12,6101.08,0,0
subj_008343,38288.02,3.22,30,37154.64,0,0
subj_008344,38453.2,4.12,14,22744.49,3,0
subj_008345,42051.06,2.28,13,13102.4,2,0
subj_008346,24380.81,1.23,15,15105.44,0,0
subj_008347,21816.87,4.71,19,8944.71,1,0
subj_008348,11037.12,5.33,29,9809.9,0,0
subj_008349,23269.47,4.17,0,13580.27,0,0
subj_008350,28694.4,5.97,0,25142.08,0,0
subj_008351,28779.5,5.67,16,17591.01,3,0
subj_008352,11561.41,2.68,33,6905.79,0,0
subj_008353,23685.82,5.08,0,13382.92,4,0
subj_008354,42067.33,2.19,9,33976.85,0,0
subj_008355,32538.36,3.25,34,19012.21,2,0
subj_008356,37312.06,0.0,0,27882.08,2,0
subj_008357,35191.51,6.99,32,9279.13,0,0
subj_008358,17541.04,0.51,19,9673.83,0,0
subj_008359,49937.68,6.6,43,19504.41,1,0
subj_008360,34060.55,2.58,29,26841.46,0,0
subj_008361,4496.96,0.51,14,2043.66,0,1
subj_008362,29306.84,0.44,40,18141.95,2,0
subj_008363,26790.18,0.31,0,23146.86,1,1
subj_008364,17197.28,5.55,17,3392.82,1,0
subj_008365,30919.75,2.91,45,11401.29,0,0
subj_008366,36207.52,4.52,18,40971.89,0,0
subj_008367,58445.43,2.56,30,51385.23,2,0
subj_008368,30074.61,0.0,31,13442.84,0,0
subj_008369,23231.02,5.39,6,20740.34,2,0
subj_008370,18106.88,5.31,11,13182.52,0,0
subj_008371,44383.83,6.52,6,39793.98,1,0
subj_008372,17876.01,0.64,40,7328.85,1,0
subj_008373,3000.0,5.83,28,1900.87,0,0
subj_008374,42076.88,3.58,44,24337.53,4,0
subj_008375,14633.31,2.56,28,8187.76,0,0
subj_008376,39141.62,0.0,34,31326.37,3,0
subj_008377,10432.91,5.32,22,6841.89,0,0
subj_008378,17387.57,3.22,12,8865.41,0,0
subj_008379,39671.9,0.76,11,22428.64,0,0
subj_008380,23615.38,2.07,38,16392.41,2,0
subj_008381,29192.7,5.57,3,27896.02,1,0
subj_008382,22085.64,2.68,18,8742.17,0,0
subj_008383,18869.45,6.23,34,12581.71,1,0
subj_008384,28543.1,3.02,25,19956.61,1,0
subj_008385,24848.57,4.17,11,19109.89,3,0
subj_008386,37217.18,3.42,4,13428.07,0,1
subj_008387,45003.04,0.0,34,29631.97,2,0
subj_008388,17166.8,0.0,9,9764.77,1,1
subj_008389,26129.29,1.22,50,19107.97,0,1
subj_008390,38702.54,4.83,0,23309.42,0,0
subj_008391,14889.0,5.75,45,5208.66,0,0
subj_008392,20533.43,0.0,1,15063.3,0,0
subj_008393,36875.05,0.0,24,27323.23,0,1
subj_008394,23927.33,5.61,37,11620.37,0,0
subj_008395,31218.69,6.01,33,28121.83,0,0
subj_008396,44085.53,4.36,0,35702.83,1,1
subj_008397,32677.2,2.57,8,22388.07,1,0
subj_008398,29244.47,7.84,31,9342.72,2,0
subj_008399,33915.79,3.84,44,29383.35,1,0
subj_008400,43904.19,5.36,11,23089.95,2,0
subj_008401,17658.81,0.28,15,14836.58,0,0
subj_008402,23791.28,8.94,28,24562.56,2,0
subj_008403,15571.02,2.95,0,12974.09,1,0
subj_008404,25935.27,0.87,35,4895.32,1,1
subj_008405,23829.98,4.3,29,21527.3,0,0
subj_008406,28935.26,0.72,46,8077.35,1,0
subj_008407,5236.19,0.0,29,3299.79,1,0
subj_008408,21966.25,6.05,18,26076.88,0,1
subj_008409,33801.8,0.0,31,16903.07,0,0
subj_008410,45631.57,4.83,34,37575.43,1,1
subj_008411,3000.0,6.16,0,2790.01,0,0
subj_008412,25557.55,0.23,53,18938.37,2,1
subj_008413,36930.03,0.71,38,24766.88,2,0
subj_008414,37859.5,4.76,13,21020.59,2,0
subj_008415,29986.38,7.48,0,16860.74,1,1
subj_008416,25822.5,1.1,0,18827.1,0,0
subj_008417,35014.4,1.1,43,41739.22,0,1
subj_008418,55413.31,2.61,5,43127.28,4,0
subj_008419,18713.12,1.86,18,4399.28,2,0
subj_008420,44467.98,3.43,41,50426.47,0,0
subj_008421,35463.57,1.32,31,22674.35,2,0
subj_008422,16997.21,0.37,22,10236.04,0,0
subj_008423,41622.5,1.26,45,20834.65,1,0
subj_008424,48667.87,3.4,0,40453.25,3,0
subj_008425,19572.38,1.91,44,12363.02,0,0
subj_008426,12771.28,5.53,12,11462.25,4,0
subj_008427,45129.35,0.68,19,28522.61,2,1
subj_008428,30850.17,4.0,29,20686.0,0,0
subj_008429,32916.61,1.33,13,23961.48,2,0
subj_008430,26039.67,1.31,6,26315.84,1,0
subj_008431,27327.43,3.36,51,18961.99,2,0
subj_008432,25358.28,1.26,29,10837.39,4,1
subj_008433,19233.24,4.55,51,10427.95,0,0
subj_008434,15120.45,3.32,0,12479.42,0,0
subj_008435,22641.37,5.23,33,16425.61,1,0
subj_008436,27729.6,5.46,17,17888.59,0,0
subj_008437,25486.61,1.62,22,25808.6,3,0
subj_008438,18396.37,0.0,47,12070.71,0,0
subj_008439,26006.52,6.99,49,12745.36,0,1
subj_008440,22224.56,1.94,34,9403.76,0,0
subj_008441,15288.42,0.31,33,17117.19,1,0
subj_008442,35790.46,3.92,8,33135.61,0,0
subj_008443,36518.33,3.91,46,40346.01,2,1
subj_008444,44617.66,3.56,17,17000.36,1,0
subj_008445,37341.64,6.03,3,26709.18,0,0
subj_008446,34135.3,0.0,0,36390.22,2,0
subj_008447,31228.16,3.74,19,11660.11,0,0
subj_008448,16898.4,0.54,29,11136.27,0,0
subj_008449,43561.09,3.57,19,12970.53,0,0
subj_008450,30162.74,1.87,27,17954.44,0,0
subj_008451,44104.31,6.69,23,19753.33,1,0
subj_008452,43099.32,2.71,37,31566.35,0,0
subj_008453,38905.43,2.94,5,33991.62,0,0
subj_008454,15478.91,6.58,15,8818.68,2,0
subj_008455,18099.41,3.12,24,1651.4,0,0
subj_008456,23536.35,1.1,50,7500.33,5,1
subj_008457,42127.53,0.0,16,26244.0,2,0
subj_008458,16413.41,4.74,10,5165.0,3,1
subj_008459,19723.63,2.95,0,12667.54,0,0
subj_008460,29739.62,1.51,36,16595.86,1,0
subj_008461,37409.0,0.0,36,24787.22,0,0
subj_008462,21280.44,1.43,68,7198.12,0,0
subj_008463,35671.22,5.2,45,34237.05,0,0
subj_008464,42932.82,2.02,0,20432.36,5,0
subj_008465,32062.41,4.19,2,21643.17,0,0
subj_008466,26792.25,1.88,37,12580.89,0,0
subj_008467,31144.37,5.95,0,15528.27,0,1
subj_008468,11720.16,1.85,43,11734.09,0,0
subj_008469,19011.88,4.27,15,12856.89,1,0
subj_008470,18789.74,5.15,18,4782.47,2,0
subj_008471,22161.42,1.28,57,20292.57,2,0
subj_008472,49165.37,3.96,20,35318.14,0,0
subj_008473,32992.85,6.89,16,17847.94,2,1
subj_008474,42861.84,7.13,12,32232.19,0,0
subj_008475,27547.73,0.0,24,15040.23,1,0
subj_008476,24579.96,3.03,21,16298.91,4,1
subj_008477,33478.03,0.0,5,26373.25,0,1
subj_008478,29284.04,6.69,3,5321.08,0,0
subj_008479,8914.16,5.16,9,4420.57,0,0
subj_008480,29958.83,0.72,3,35252.13,1,1
subj_008481,41002.46,4.38,0,21032.75,4,0
subj_008482,22237.1,4.71,30,12112.71,0,0
subj_008483,46856.0,3.75,27,22107.79,0,0
subj_008484,27163.18,3.2,41,13133.49,0,0
subj_008485,22167.28,4.6,0,18080.76,0,1
subj_008486,43356.16,1.38,20,26570.89,1,0
subj_008487,26615.36,6.04,12,16847.24,0,0
subj_008488,24882.4,5.21,41,21739.58,1,0
subj_008489,32648.92,1.52,18,26448.0,2,1
subj_008490,18002.04,3.1,25,19595.52,1,1
subj_008491,25440.6,6.95,6,14745.16,4,1
subj_008492,27136.05,1.22,7,20577.32,2,0
subj_008493,16649.32,5.8,8,14664.2,0,0
subj_008494,30876.94,0.0,0,34077.25,1,1
subj_008495,37891.53,4.54,28,17685.5,0,0
subj_008496,31300.68,0.0,42,10642.11,0,0
subj_008497,43851.33,2.58,39,15656.52,0,0
subj_008498,24794.66,1.92,0,16284.54,0,0
subj_008499,17617.1,4.81,19,3423.02,0,0
subj_008500,34583.79,4.16,0,32224.62,2,0
subj_008501,33671.43,3.6,11,15758.13,3,0
subj_008502,3412.37,8.04,1,1909.03,0,1
subj_008503,9071.83,1.01,7,6870.76,0,0
subj_008504,3000.0,5.53,14,2245.17,3,0
subj_008505,49940.02,4.11,0,43093.41,2,0
subj_008506,12220.4,0.0,23,11426.09,0,0
subj_008507,3000.0,3.07,14,2194.57,2,0
subj_008508,23559.57,3.86,18,15088.82,1,0
subj_008509,18950.95,4.22,53,18948.61,1,0
subj_008510,3000.0,0.64,41,1936.87,3,0
subj_008511,22300.85,2.93,5,9971.58,1,0
subj_008512,36564.04,3.48,17,29547.19,0,0
subj_008513,25679.61,1.16,14,16877.02,0,0
subj_008514,33036.72,7.41,0,27961.04,2,0
subj_008515,30671.41,0.0,27,19001.68,1,0
subj_008516,37045.78,0.35,0,20907.87,3,0
subj_008517,20998.68,6.22,0,19753.66,0,0
subj_008518,32590.39,0.34,17,31227.17,1,0
subj_008519,34497.2,0.0,17,19046.22,1,0
subj_008520,29371.17,1.58,14,29662.85,0,1
subj_008521,29506.38,0.86,7,25117.84,1,0
subj_008522,27814.77,4.13,16,18004.7,2,1
subj_008523,30476.56,4.49,9,24310.73,0,0
subj_008524,28387.68,2.35,55,17253.15,2,1
subj_008525,38046.33,2.51,36,13432.1,0,0
subj_008526,15287.54,0.0,44,8161.72,3,0
subj_008527,33694.23,1.27,15,25709.71,1,0
subj_008528,22110.18,0.17,39,10576.58,1,0
subj_008529,42617.22,1.31,62,46966.59,2,0
subj_008530,39808.64,5.14,0,33966.06,1,1
subj_008531,39885.53,5.36,26,37681.82,0,0
subj_008532,39282.89,3.74,38,22415.62,0,1
subj_008533,51464.51,0.0,2,51808.28,2,0
subj_008534,15374.05,0.67,23,11801.62,0,0
subj_008535,53378.7,0.47,43,52721.07,0,0
subj_008536,50773.51,3.64,18,40474.62,0,0
subj_008537,20839.41,1.23,33,26114.4,0,0
subj_008538,36276.03,4.2,40,18957.66,0,0
subj_008539,41023.19,3.17,0,17171.04,0,0
subj_008540,13010.15,1.25,23,7303.11,0,1
subj_008541,19698.64,3.31,25,7558.34,2,0
subj_008542,8205.36,2.18,0,5834.77,0,0
subj_008543,25204.98,0.0,33,14932.24,0,0
subj_008544,32337.88,1.56,34,28824.76,0,0
subj_008545,21593.04,6.44,46,16617.46,0,0
subj_008546,11376.03,11.98,30,6372.5,1,0
subj_008547,24438.79,3.12,44,10064.35,3,0
subj_008548,30589.4,2.78,11,33091.72,0,0
subj_008549,51599.53,5.97,8,39188.35,1,0
subj_008550,12471.96,6.89,38,9742.99,0,0
subj_008551,38844.91,6.21,18,43062.4,2,0
subj_008552,24696.9,1.39,59,26590.39,1,0
subj_008553,24358.05,2.25,20,11436.89,2,0
subj_008554,17830.07,4.37,42,11811.83,0,0
subj_008555,29763.53,3.26,39,28342.01,0,0
subj_008556,27514.44,4.53,32,22535.66,1,1
subj_008557,13752.92,2.36,0,7632.64,1,0
subj_008558,26128.46,0.0,5,18956.87,0,1
subj_008559,34304.85,7.37,16,17086.36,2,0
subj_008560,20958.84,4.85,54,14162.43,0,0
subj_008561,25434.3,7.17,3,23413.55,2,0
subj_008562,36340.3,0.85,0,20865.63,0,0
subj_008563,39118.04,0.0,48,37022.98,0,0
subj_008564,17887.96,1.89,1,9906.44,3,0
subj_008565,26135.17,0.0,19,18550.16,1,0
subj_008566,24827.55,5.35,43,13401.01,1,0
subj_008567,39479.61,8.38,40,16025.26,1,1
subj_008568,18636.04,4.96,24,21244.74,4,1
subj_008569,46009.46,3.24,35,27904.92,2,0
subj_008570,47461.63,0.0,0,13924.59,3,0
subj_008571,28617.0,1.06,31,19740.35,2,0
subj_008572,25273.32,1.62,26,13299.15,0,0
subj_008573,34761.63,2.5,18,24959.62,1,0
subj_008574,40729.35,4.31,0,27171.87,0,0
subj_008575,5313.76,6.39,30,821.04,2,0
subj_008576,41606.09,8.68,0,35744.18,0,0
subj_008577,3000.0,5.9,35,1762.39,0,1
subj_008578,31268.77,1.02,31,13495.19,2,1
subj_008579,25616.8,1.03,32,8997.19,0,0
subj_008580,40028.8,5.5,8,44974.26,0,0
subj_008581,36133.48,0.89,7,28142.59,0,0
subj_008582,11636.28,1.09,32,8555.65,2,0
subj_008583,24943.12,8.48,56,21615.72,1,0
subj_008584,45060.07,0.03,0,46687.84,2,1
subj_008585,28832.53,6.51,6,20619.91,0,0
subj_008586,39384.42,7.16,33,26914.37,3,0
subj_008587,27520.12,2.37,16,24939.06,1,0
subj_008588,28965.53,0.0,44,32845.0,0,1
subj_008589,31801.9,0.58,3,30250.65,1,1
subj_008590,27734.64,4.51,48,22082.46,2,0
subj_008591,24031.69,1.69,17,9475.53,1,1
subj_008592,36906.23,0.0,7,24481.36,0,1
subj_008593,35238.31,0.0,5,21750.37,2,0
subj_008594,26460.23,3.94,0,15051.27,2,0
subj_008595,30055.26,3.74,12,29611.02,1,0
subj_008596,28674.84,0.96,10,25761.53,0,1
subj_008597,29184.85,6.96,34,30362.77,0,0
subj_008598,27183.61,1.51,19,15076.56,3,0
subj_008599,26257.74,4.68,13,9308.17,1,0
subj_008600,31140.48,5.82,24,26396.71,2,0
subj_008601,42636.63,4.53,44,31469.6,1,0
subj_008602,33099.8,0.0,43,22984.52,2,1
subj_008603,20497.37,4.02,32,5776.68,3,0
subj_008604,20166.67,8.28,9,14288.6,0,0
subj_008605,31590.8,2.65,59,18854.4,1,0
subj_008606,42950.97,2.55,5,34127.44,0,0
subj_008607,21305.71,3.86,30,12729.94,2,1
subj_008608,22057.85,6.84,20,8978.43,3,0
subj_008609,17468.51,2.42,39,8943.11,4,0
subj_008610,20842.34,3.15,15,19803.42,0,0
subj_008611,14078.28,8.55,49,3692.1,0,0
subj_008612,3000.0,1.15,32,2688.86,0,0
subj_008613,29807.51,5.21,23,19664.69,0,0
subj_008614,10839.86,0.0,17,6162.36,0,1
subj_008615,33506.8,5.31,31,27107.95,0,0
subj_008616,37086.95,0.0,20,31415.6,0,0
subj_008617,45931.87,2.59,31,48141.84,1,1
subj_008618,17878.74,0.0,68,18282.31,1,1
subj_008619,30050.42,6.8,28,13163.38,1,0
subj_008620,45052.56,3.35,99,29144.02,0,1
subj_008621,30315.12,0.19,11,26260.9,1,0
subj_008622,6968.68,6.12,40,6206.05,0,0
subj_008623,34504.0,1.59,15,19526.46,0,0
subj_008624,18661.11,0.0,13,12816.19,0,0
subj_008625,37781.09,0.71,18,20042.13,1,0
subj_008626,44601.02,1.62,37,37097.13,1,0
subj_008627,44216.95,0.77,0,22043.76,1,0
subj_008628,32962.11,3.55,0,26029.63,2,1
subj_008629,43115.22,2.8,13,29496.86,1,0
subj_008630,17892.78,2.28,48,20085.98,1,0
subj_008631,19577.15,1.67,16,8171.17,4,1
subj_008632,19435.03,6.4,16,11891.81,1,0
subj_008633,52576.08,0.0,32,39285.66,3,0
subj_008634,24791.22,0.0,11,19738.78,1,0
subj_008635,26795.38,3.54,37,15657.99,3,1
subj_008636,29780.75,0.0,0,20895.41,0,0
subj_008637,37380.88,0.0,38,12845.94,0,0
subj_008638,32351.1,2.45,10,11539.58,2,0
subj_008639,20207.56,4.38,0,18125.15,1,0
subj_008640,22872.65,4.55,29,18625.17,2,1
subj_008641,33367.2,7.03,20,14166.23,3,0
subj_008642,16255.5,3.63,30,9219.3,2,0
subj_008643,23695.1,0.19,25,23229.74,2,0
subj_008644,12475.2,4.68,36,10596.27,1,0
subj_008645,42717.22,3.22,41,38894.21,0,0
subj_008646,30854.59,2.78,25,17309.69,2,0
subj_008647,28452.66,0.0,50,17074.08,0,0
subj_008648,13067.18,1.78,53,14090.34,0,0
subj_008649,46765.5,0.0,56,19081.63,0,0
subj_008650,25512.75,0.0,20,13457.31,1,0
subj_008651,42918.36,5.48,49,45997.62,0,0
subj_008652,18024.76,0.0,22,9385.83,1,0
subj_008653,24262.35,0.0,53,14791.49,0,0
subj_008654,29238.73,6.15,67,9490.81,0,0
subj_008655,21348.7,0.0,23,13427.19,1,0
subj_008656,3000.0,4.07,16,1100.81,0,0
subj_008657,6026.59,0.05,5,5110.86,2,1
subj_008658,3000.0,2.42,17,2609.12,0,0
subj_008659,25361.3,2.6,27,19614.68,0,0
subj_008660,22572.74,5.69,0,19016.55,3,0
subj_008661,32322.67,4.65,20,16237.27,0,0
subj_008662,47744.76,0.0,11,38399.84,2,0
subj_008663,17156.5,0.0,41,11828.22,0,0
subj_008664,37807.86,3.19,52,20875.67,0,0
subj_008665,21026.07,1.59,28,14669.28,0,0
subj_008666,8447.87,2.52,10,6584.59,0,0
subj_008667,18794.02,3.45,17,6535.49,1,0
subj_008668,29057.07,0.23,42,20796.44,0,1
subj_008669,36434.53,6.92,38,27730.1,1,0
subj_008670,29126.15,2.98,18,23799.9,0,0
subj_008671,51764.28,3.08,7,48004.14,1,0
subj_008672,29537.32,5.66,0,28468.98,2,0
subj_008673,40644.53,2.39,9,29578.49,2,0
subj_008674,34657.18,4.79,0,12873.22,0,0
subj_008675,14540.03,1.44,42,16097.58,0,0
subj_008676,31720.42,0.0,7,23833.26,0,0
subj_008677,19680.24,7.89,16,18399.05,1,0
subj_008678,37175.21,4.81,55,35411.74,0,1
subj_008679,25699.69,0.97,25,21588.43,0,0
subj_008680,35735.0,0.31,11,41448.97,0,0
subj_008681,3000.0,0.48,36,2195.17,0,0
subj_008682,34936.77,0.0,20,28790.64,0,0
subj_008683,30374.39,2.13,30,21889.49,0,0
subj_008684,16953.86,1.33,29,13268.33,1,0
subj_008685,19423.56,6.92,0,17485.55,1,0
subj_008686,30945.6,3.15,59,24751.26,0,0
subj_008687,11410.16,0.32,40,9939.05,0,1
subj_008688,32592.05,3.28,22,20170.35,2,0
subj_008689,38838.25,0.0,24,24937.79,0,0
subj_008690,35091.93,0.13,29,12478.56,4,1
subj_008691,26362.44,4.38,20,28237.5,0,0
subj_008692,23635.63,6.5,37,24385.61,0,0
subj_008693,28204.98,5.72,31,15214.42,1,0
subj_008694,38327.7,4.7,43,43745.55,4,0
subj_008695,14919.1,3.25,7,6224.92,1,0
subj_008696,16639.22,4.92,11,10419.6,1,0
subj_008697,46042.37,3.23,30,34705.73,0,0
subj_008698,43952.29,0.87,7,20874.99,0,1
subj_008699,17979.99,0.0,11,16446.11,0,0
subj_008700,25890.27,2.92,9,17411.97,1,0
subj_008701,41895.29,1.32,23,25699.85,0,0
subj_008702,11810.68,2.85,23,14034.92,1,0
subj_008703,19384.22,2.29,27,20768.75,1,1
subj_008704,9619.69,2.41,17,6882.95,0,0
subj_008705,16605.83,1.2,27,11113.07,1,0
subj_008706,23098.77,4.13,41,24142.28,0,0
subj_008707,16046.2,1.98,0,9626.63,0,0
subj_008708,33603.89,0.0,24,24462.65,0,0
subj_008709,32179.45,6.16,29,26740.74,0,0
subj_008710,39644.93,6.56,60,21263.39,1,1
subj_008711,18514.21,4.22,0,10915.04,1,0
subj_008712,26691.59,0.0,20,11489.39,0,0
subj_008713,39345.94,0.0,38,29449.31,0,0
subj_008714,23446.94,3.29,3,22517.51,0,0
subj_008715,49477.29,1.79,11,32655.18,0,0
subj_008716,28089.98,2.13,9,14552.13,3,1
subj_008717,38303.71,0.28,19,26074.76,1,0
subj_008718,50984.75,0.0,33,30287.04,0,0
subj_008719,30245.09,0.0,0,26045.2,1,0
subj_008720,28362.81,0.0,18,12374.07,0,0
subj_008721,29728.67,3.74,21,34323.6,1,1
subj_008722,29822.63,3.15,48,22388.05,0,0
subj_008723,27031.91,0.41,21,21335.76,0,0
subj_008724,37525.75,1.24,20,27651.06,0,0
subj_008725,38353.18,0.12,57,22220.98,0,0
subj_008726,3306.73,6.75,16,722.63,0,0
subj_008727,15277.92,3.64,12,15111.93,0,0
subj_008728,39636.37,1.57,16,24386.33,0,1
subj_008729,14066.49,2.42,0,4618.18,1,0
subj_008730,19329.19,3.28,34,10462.75,1,0
subj_008731,20410.01,2.12,13,16345.39,0,0
subj_008732,5780.23,7.45,45,4066.93,2,0
subj_008733,37279.3,1.85,19,28242.04,3,1
subj_008734,16547.68,3.0,25,15177.09,0,0
subj_008735,44960.67,0.61,37,21684.41,0,0
subj_008736,26219.57,2.43,0,31000.96,0,0
subj_008737,28725.78,3.85,0,21950.7,1,1
subj_008738,43135.61,5.05,2,16912.18,0,1
subj_008739,30691.01,4.6,1,8264.32,0,0
subj_008740,31829.19,0.0,9,29335.2,3,0
subj_008741,31350.83,0.0,27,29662.53,0,0
subj_008742,27314.77,7.17,0,19512.55,0,0
subj_008743,40296.77,5.01,42,26892.14,0,0
subj_008744,27389.85,0.47,26,14489.58,2,0
subj_008745,43049.59,3.27,0,28891.12,1,0
subj_008746,8528.67,0.0,25,5393.55,1,0
subj_008747,57875.85,7.95,34,35695.06,0,0
subj_008748,43640.28,5.26,17,31035.93,2,0
subj_008749,27619.94,0.0,21,27717.65,1,0
subj_008750,24810.83,4.28,14,9410.52,0,1
subj_008751,53482.59,9.48,28,44083.44,4,0
subj_008752,28825.09,2.33,14,15208.44,3,0
subj_008753,23805.37,3.76,19,15615.65,0,0
subj_008754,20508.85,4.48,25,11839.91,0,0
subj_008755,17280.14,0.75,49,14526.95,0,0
subj_008756,51254.03,0.0,9,43581.67,1,0
subj_008757,28816.25,0.81,20,22839.26,0,0
subj_008758,38465.18,3.3,37,21519.2,0,0
subj_008759,34407.38,1.15,24,30761.18,0,0
subj_008760,21536.63,0.63,18,19328.17,1,0
subj_008761,27456.72,5.31,30,5379.47,3,0
subj_008762,48115.59,1.08,18,23115.57,0,0
